Date,Merchant,Category,Amount
2024-09-23,Amtrak,transportation,69.88
2024-09-24,Sheraton,hotel,242.37
2024-09-26,Kroger,grocery,247.69
2024-09-26,Marriott,hotel,269.88
2024-09-28,Costco,grocery,234.33
2024-09-28,Shell Gas Station,transportation,31.74
2024-09-29,Marriott,hotel,163.25
2024-09-29,76 Gas,transportation,43.85
2024-09-29,Holiday Inn,hotel,193.57
2024-10-01,Shell Gas Station,transportation,59.54
2024-10-01,Chevron,transportation,39.84
2024-10-02,Walmart,grocery,91.1
2024-10-02,Chipotle,restaurant,55.36
2024-10-03,Holiday Inn,hotel,161.12
2024-10-03,76 Gas,transportation,25.26
2024-10-04,Safeway,grocery,180.0
2024-10-04,McDonald's,restaurant,105.79
2024-10-05,Shell Gas Station,transportation,83.29
2024-10-05,Kroger,grocery,232.64
2024-10-08,Costco,grocery,106.0
2024-10-08,Safeway,grocery,244.36
2024-10-09,Walmart,grocery,132.88
2024-10-09,Sheraton,hotel,273.23
2024-10-09,Safeway,grocery,36.78
2024-10-10,Trader Joes,grocery,102.08
2024-10-10,Costco,grocery,123.81
2024-10-10,Whole Foods,grocery,152.29
2024-10-11,Whole Foods,grocery,158.59
2024-10-11,Walmart,grocery,103.19
2024-10-12,The Cheesecake Factory,restaurant,82.26
2024-10-12,BP Gas,transportation,79.65
2024-10-13,Radisson,hotel,104.44
2024-10-14,Costco,grocery,229.74
2024-10-14,McDonald's,restaurant,107.99
2024-10-14,Sheraton,hotel,334.3
2024-10-14,Kroger,grocery,215.04
2024-10-15,Marriott,hotel,198.59
2024-10-15,Trader Joes,grocery,233.51
2024-10-17,Comfort Inn,hotel,304.22
2024-10-17,Trader Joes,grocery,23.25
2024-10-19,Aldi,grocery,227.03
2024-10-20,Amtrak,transportation,63.37
2024-10-20,Lyft,transportation,42.28
2024-10-21,Chick-fil-A,restaurant,149.34
2024-10-21,BP Gas,transportation,34.55
2024-10-21,76 Gas,transportation,17.84
2024-10-23,Lyft,transportation,62.75
2024-10-24,Panera Bread,restaurant,29.62
2024-10-25,Trader Joes,grocery,67.18
2024-10-26,BP Gas,transportation,33.83
2024-10-26,Hyatt,hotel,223.52
2024-10-27,Subway,restaurant,52.79
2024-10-27,Red Lobster,restaurant,27.79
2024-10-27,Best Western,hotel,149.9
2024-10-29,Panera Bread,restaurant,18.68
2024-10-29,Olive Garden,restaurant,54.46
2024-10-30,Target,grocery,29.91
2024-10-31,Panera Bread,restaurant,130.43
2024-11-01,Aldi,grocery,40.42
2024-11-01,Chipotle,restaurant,23.05
2024-11-01,Red Lobster,restaurant,117.12
2024-11-02,Costco,grocery,205.74
2024-11-02,Walmart,grocery,186.17
2024-11-03,Chipotle,restaurant,105.41
2024-11-03,Safeway,grocery,101.33
2024-11-03,Olive Garden,restaurant,115.42
2024-11-04,McDonald's,restaurant,28.17
2024-11-04,Metro Transit,transportation,23.02
2024-11-05,Lyft,transportation,57.62
2024-11-05,Marriott,hotel,169.42
2024-11-05,The Cheesecake Factory,restaurant,89.9
2024-11-06,Chick-fil-A,restaurant,45.27
2024-11-06,Subway,restaurant,89.87
2024-11-06,Amtrak,transportation,10.73
2024-11-07,Panera Bread,restaurant,120.35
2024-11-07,Trader Joes,grocery,140.88
2024-11-08,Marriott,hotel,204.27
2024-11-09,McDonald's,restaurant,98.17
2024-11-09,Target,grocery,103.23
2024-11-09,Best Western,hotel,290.88
2024-11-10,Shell Gas Station,transportation,10.03
2024-11-10,Chipotle,restaurant,146.25
2024-11-11,Metro Transit,transportation,11.34
2024-11-11,Walmart,grocery,151.06
2024-11-11,Best Western,hotel,121.48
2024-11-11,Sheraton,hotel,154.18
2024-11-12,Chevron,transportation,62.75
2024-11-12,Chipotle,restaurant,148.91
2024-11-12,Metro Transit,transportation,62.17
2024-11-12,Comfort Inn,hotel,194.44
2024-11-13,Panera Bread,restaurant,21.51
2024-11-14,Hyatt,hotel,271.48
2024-11-14,Target,grocery,216.33
2024-11-14,Best Western,hotel,140.67
2024-11-14,Trader Joes,grocery,199.42
2024-11-15,Chick-fil-A,restaurant,126.57
2024-11-15,Aldi,grocery,229.03
2024-11-16,Whole Foods,grocery,147.21
2024-11-16,Costco,grocery,79.34
2024-11-18,Comfort Inn,hotel,279.4
2024-11-19,Walmart,grocery,23.35
2024-11-19,Panera Bread,restaurant,100.04
2024-11-19,Comfort Inn,hotel,163.66
2024-11-19,Aldi,grocery,185.98
2024-11-20,Holiday Inn,hotel,238.31
2024-11-22,Shell Gas Station,transportation,75.73
2024-11-22,Uber,transportation,64.68
2024-11-24,76 Gas,transportation,46.41
2024-11-24,Walmart,grocery,213.66
2024-11-24,Red Lobster,restaurant,106.61
2024-11-25,BP Gas,transportation,83.99
2024-11-26,Uber,transportation,51.35
2024-11-27,Panera Bread,restaurant,47.57
2024-11-28,76 Gas,transportation,69.51
2024-11-30,Subway,restaurant,76.01
2024-11-30,Metro Transit,transportation,43.19
2024-12-01,Whole Foods,grocery,54.15
2024-12-02,The Cheesecake Factory,restaurant,81.9
2024-12-02,BP Gas,transportation,74.9
2024-12-02,Hyatt,hotel,248.15
2024-12-03,76 Gas,transportation,21.51
2024-12-03,Starbucks,restaurant,101.23
2024-12-04,Chick-fil-A,restaurant,25.62
2024-12-05,Target,grocery,87.29
2024-12-05,Safeway,grocery,71.83
2024-12-05,Holiday Inn,hotel,219.83
2024-12-05,Trader Joes,grocery,61.22
2024-12-06,Holiday Inn,hotel,250.43
2024-12-06,Taco Bell,restaurant,87.0
2024-12-06,Chevron,transportation,66.21
2024-12-07,Chick-fil-A,restaurant,121.33
2024-12-07,Olive Garden,restaurant,41.77
2024-12-07,Hyatt,hotel,173.77
2024-12-07,Subway,restaurant,93.28
2024-12-08,Uber,transportation,78.55
2024-12-09,Hyatt,hotel,324.93
2024-12-09,Radisson,hotel,320.76
2024-12-09,Chevron,transportation,60.09
2024-12-10,Shell Gas Station,transportation,32.5
2024-12-10,Comfort Inn,hotel,208.46
2024-12-10,Starbucks,restaurant,41.62
2024-12-11,Chipotle,restaurant,75.55
2024-12-11,Red Lobster,restaurant,125.33
2024-12-12,Target,grocery,163.66
2024-12-13,Chevron,transportation,52.64
2024-12-13,Kroger,grocery,50.37
2024-12-13,Costco,grocery,184.73
2024-12-13,Lyft,transportation,63.4
2024-12-14,BP Gas,transportation,14.01
2024-12-14,Starbucks,restaurant,13.91
2024-12-14,Subway,restaurant,27.48
2024-12-14,Amtrak,transportation,43.29
2024-12-15,Chick-fil-A,restaurant,73.84
2024-12-15,Holiday Inn,hotel,116.45
2024-12-15,76 Gas,transportation,11.72
2024-12-15,Comfort Inn,hotel,310.46
2024-12-15,Whole Foods,grocery,208.79
2024-12-16,Chevron,transportation,84.8
2024-12-16,Walmart,grocery,204.91
2024-12-17,Metro Transit,transportation,55.06
2024-12-17,Walmart,grocery,212.38
2024-12-17,Panera Bread,restaurant,106.22
2024-12-17,BP Gas,transportation,84.84
2024-12-17,Uber,transportation,44.27
2024-12-18,Target,grocery,243.69
2024-12-18,Marriott,hotel,236.09
2024-12-19,The Cheesecake Factory,restaurant,109.37
2024-12-20,BP Gas,transportation,19.14
2024-12-22,Subway,restaurant,141.71
2024-12-23,Whole Foods,grocery,230.94
2024-12-23,Safeway,grocery,236.56
2024-12-23,Sheraton,hotel,282.82
2024-12-24,Starbucks,restaurant,85.66
2024-12-25,Metro Transit,transportation,8.01
2024-12-25,Red Lobster,restaurant,29.42
2024-12-25,Kroger,grocery,89.95
2024-12-26,Amtrak,transportation,78.75
2024-12-26,76 Gas,transportation,68.33
2024-12-27,Olive Garden,restaurant,44.86
2024-12-27,Shell Gas Station,transportation,5.99
2024-12-28,Whole Foods,grocery,45.46
2024-12-28,Sheraton,hotel,211.71
2024-12-29,Amtrak,transportation,39.71
2024-12-29,McDonald's,restaurant,141.41
2024-12-30,Holiday Inn,hotel,302.8
2024-12-30,Whole Foods,grocery,109.64
2024-12-31,Olive Garden,restaurant,54.93
